,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1628625,2015,4,14,2,EV,6159,N12195,CMH,ORD,2111,2056.0,-15.0,11.0,2107.0,87.0,73.0,53.0,296,2100.0,9.0,2138,2109.0,-29.0,0,0,,,,,,
5180271,2015,11,20,5,UA,675,N33264,DEN,GEG,1115,1114.0,-1.0,12.0,1126.0,148.0,142.0,127.0,836,1233.0,3.0,1243,1236.0,-7.0,0,0,,,,,,
4363260,2015,9,29,2,WN,3030,N953WN,FLL,ATL,1505,1459.0,-6.0,13.0,1512.0,115.0,109.0,86.0,581,1638.0,10.0,1700,1648.0,-12.0,0,0,,,,,,
2507908,2015,6,8,1,EV,5203,N371CA,MYR,DTW,1110,1101.0,-9.0,9.0,1110.0,124.0,106.0,90.0,636,1240.0,7.0,1314,1247.0,-27.0,0,0,,,,,,
2383971,2015,5,31,7,DL,2331,N902DE,LGA,DTW,2015,57.0,282.0,20.0,117.0,121.0,110.0,80.0,502,237.0,10.0,2216,247.0,271.0,0,0,,0.0,0.0,16.0,255.0,0.0
1982312,2015,5,6,3,AA,348,N3BGAA,ORD,LGA,1915,1913.0,-2.0,16.0,1929.0,129.0,121.0,101.0,733,2210.0,4.0,2224,2214.0,-10.0,0,0,,,,,,
1001859,2015,3,7,6,US,435,N659AW,PHX,SEA,1125,1123.0,-2.0,23.0,1146.0,194.0,185.0,154.0,1107,1320.0,8.0,1339,1328.0,-11.0,0,0,,,,,,
5490598,2015,12,10,4,WN,2108,N490WN,MCO,GRR,1710,1722.0,12.0,9.0,1731.0,165.0,148.0,133.0,1024,1944.0,6.0,1955,1950.0,-5.0,0,0,,,,,,
868724,2015,2,26,4,MQ,3226,N907MQ,ORD,TYS,2040,2047.0,7.0,17.0,2104.0,90.0,92.0,71.0,475,2315.0,4.0,2310,2319.0,9.0,0,0,,,,,,
1282427,2015,3,24,2,OO,5220,N742SK,OKC,IAH,1507,1456.0,-11.0,13.0,1509.0,87.0,77.0,61.0,395,1610.0,3.0,1634,1613.0,-21.0,0,0,,,,,,
537603,2015,2,5,4,AA,1202,N4XYAA,TUS,ORD,1300,1251.0,-9.0,14.0,1305.0,205.0,218.0,189.0,1437,1714.0,15.0,1725,1729.0,4.0,0,0,,,,,,
4531939,2015,10,10,6,WN,3613,N8626B,13796,11259,800,759.0,-1.0,18.0,817.0,205.0,224.0,193.0,1468,1330.0,13.0,1325,1343.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
4065705,2015,9,10,4,EV,2650,N687JS,DFW,TLH,1230,1329.0,59.0,10.0,1339.0,132.0,120.0,106.0,767,1625.0,4.0,1542,1629.0,47.0,0,0,,0.0,0.0,47.0,0.0,0.0
5110233,2015,11,16,1,AA,1839,N766US,GSO,CLT,700,656.0,-4.0,18.0,714.0,68.0,57.0,33.0,83,747.0,6.0,808,753.0,-15.0,0,0,,,,,,
2607668,2015,6,14,7,B6,160,N198JB,PHL,BOS,1020,1001.0,-19.0,36.0,1037.0,86.0,88.0,47.0,280,1124.0,5.0,1146,1129.0,-17.0,0,0,,,,,,
640752,2015,2,12,4,AA,1528,N502AA,DFW,LAS,1025,1030.0,5.0,17.0,1047.0,180.0,175.0,133.0,1055,1100.0,25.0,1125,1125.0,0.0,0,0,,,,,,
3819886,2015,8,25,2,AA,41,N3MKAA,ORD,SEA,1705,1701.0,-4.0,11.0,1712.0,284.0,259.0,241.0,1721,1913.0,7.0,1949,1920.0,-29.0,0,0,,,,,,
766395,2015,2,20,5,WN,373,N484WN,OAK,SEA,1110,1129.0,19.0,6.0,1135.0,120.0,119.0,107.0,671,1322.0,6.0,1310,1328.0,18.0,0,0,,0.0,0.0,5.0,13.0,0.0
3967436,2015,9,3,4,AA,2323,N3HFAA,ORD,DCA,1855,1853.0,-2.0,51.0,1944.0,125.0,148.0,93.0,612,2217.0,4.0,2200,2221.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0
3309066,2015,7,26,7,EV,4765,N11181,ORD,GRR,750,744.0,-6.0,14.0,758.0,54.0,49.0,29.0,137,927.0,6.0,944,933.0,-11.0,0,0,,,,,,
4197064,2015,9,18,5,DL,963,N3744F,CVG,SLC,1930,1928.0,-2.0,11.0,1939.0,220.0,222.0,205.0,1450,2104.0,6.0,2110,2110.0,0.0,0,0,,,,,,
5783045,2015,12,29,2,OO,2938,N417SW,ORD,ICT,1500,1549.0,49.0,11.0,1600.0,125.0,114.0,99.0,588,1739.0,4.0,1705,1743.0,38.0,0,0,,0.0,0.0,0.0,35.0,3.0
2348784,2015,5,29,5,DL,2455,N372DA,LAX,SEA,1445,1440.0,-5.0,19.0,1459.0,160.0,160.0,133.0,954,1712.0,8.0,1725,1720.0,-5.0,0,0,,,,,,
2768009,2015,6,23,2,AA,1333,N3HUAA,PHL,ORD,1745,2300.0,315.0,33.0,2333.0,148.0,145.0,105.0,678,18.0,7.0,1913,25.0,312.0,0,0,,0.0,0.0,0.0,312.0,0.0
1451927,2015,4,3,5,UA,799,N443UA,LAX,DEN,1943,1939.0,-4.0,19.0,1958.0,141.0,130.0,106.0,862,2244.0,5.0,2304,2249.0,-15.0,0,0,,,,,,
4379433,2015,9,30,3,AS,633,N305AS,PHX,SEA,1515,1506.0,-9.0,11.0,1517.0,175.0,169.0,148.0,1107,1745.0,10.0,1810,1755.0,-15.0,0,0,,,,,,
2888237,2015,6,30,2,OO,6511,N708SK,LAX,FAT,2040,2258.0,138.0,21.0,2319.0,61.0,63.0,37.0,209,2356.0,5.0,2141,1.0,140.0,0,0,,2.0,0.0,138.0,0.0,0.0
3223156,2015,7,21,2,MQ,3286,N636MQ,LIT,ORD,600,553.0,-7.0,14.0,607.0,122.0,103.0,81.0,552,728.0,8.0,802,736.0,-26.0,0,0,,,,,,
3328849,2015,7,27,1,AA,1758,N510UW,PHL,MCO,1015,1058.0,43.0,16.0,1114.0,157.0,133.0,112.0,861,1306.0,5.0,1252,1311.0,19.0,0,0,,0.0,0.0,16.0,3.0,0.0
4610077,2015,10,15,4,AA,1906,N702UW,11057,13198,750,741.0,-9.0,15.0,756.0,154.0,146.0,126.0,808,902.0,5.0,924,907.0,-17.0,0,0,,,,,,
2064461,2015,5,11,1,UA,355,N463UA,SFO,IAD,2309,2319.0,10.0,16.0,2335.0,309.0,286.0,265.0,2419,700.0,5.0,718,705.0,-13.0,0,0,,,,,,
3816225,2015,8,25,2,DL,1530,N308DE,BNA,ATL,1320,1317.0,-3.0,15.0,1332.0,70.0,59.0,39.0,214,1511.0,5.0,1530,1516.0,-14.0,0,0,,,,,,
2725307,2015,6,21,7,WN,1111,N480WN,OAK,LAX,950,954.0,4.0,15.0,1009.0,80.0,77.0,55.0,337,1104.0,7.0,1110,1111.0,1.0,0,0,,,,,,
2301628,2015,5,26,2,DL,2064,N985AT,SDF,ATL,1816,,,,,97.0,,,321,,,1953,,,0,1,B,,,,,
2020201,2015,5,9,6,F9,1161,N929FR,CLE,MCO,700,659.0,-1.0,35.0,734.0,140.0,158.0,114.0,895,928.0,9.0,920,937.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
4946161,2015,11,5,4,OO,6331,N774SK,PSP,SFO,1455,1449.0,-6.0,18.0,1507.0,94.0,96.0,75.0,421,1622.0,3.0,1629,1625.0,-4.0,0,0,,,,,,
5766518,2015,12,28,1,OO,4703,N821SK,SEA,PHX,1440,1444.0,4.0,21.0,1505.0,156.0,166.0,139.0,1107,1824.0,6.0,1816,1830.0,14.0,0,0,,,,,,
4056735,2015,9,9,3,DL,2366,N946DN,ORD,MSP,1928,1926.0,-2.0,29.0,1955.0,85.0,94.0,61.0,334,2056.0,4.0,2053,2100.0,7.0,0,0,,,,,,
918640,2015,3,2,1,OO,5320,N507CA,PUB,DEN,931,924.0,-7.0,19.0,943.0,48.0,51.0,23.0,109,1006.0,9.0,1019,1015.0,-4.0,0,0,,,,,,
5673322,2015,12,22,2,WN,2322,N480WN,LGA,IND,1155,1158.0,3.0,23.0,1221.0,135.0,138.0,110.0,660,1411.0,5.0,1410,1416.0,6.0,0,0,,,,,,
5527625,2015,12,13,7,WN,183,N7727A,OKC,LAS,1015,1011.0,-4.0,8.0,1019.0,170.0,147.0,134.0,986,1033.0,5.0,1105,1038.0,-27.0,0,0,,,,,,
4671634,2015,10,19,1,OO,4467,N802SK,10693,14869,730,734.0,4.0,16.0,750.0,233.0,225.0,200.0,1404,1010.0,9.0,1023,1019.0,-4.0,0,0,,,,,,
2393674,2015,6,1,1,EV,3811,N16987,IAH,STL,1257,1254.0,-3.0,25.0,1319.0,125.0,139.0,109.0,667,1508.0,5.0,1502,1513.0,11.0,0,0,,,,,,
1042488,2015,3,9,1,AA,2450,N504AA,DFW,IAH,2100,2119.0,19.0,15.0,2134.0,62.0,70.0,47.0,224,2221.0,8.0,2202,2229.0,27.0,0,0,,8.0,0.0,19.0,0.0,0.0
444134,2015,1,30,5,OO,6322,N586SW,LAX,SAN,743,739.0,-4.0,11.0,750.0,54.0,47.0,32.0,109,822.0,4.0,837,826.0,-11.0,0,0,,,,,,
3269816,2015,7,23,4,UA,1436,N17730,ORD,EWR,1738,1844.0,66.0,16.0,1900.0,141.0,116.0,89.0,719,2129.0,11.0,2059,2140.0,41.0,0,0,,0.0,0.0,13.0,28.0,0.0
3907947,2015,8,31,1,UA,1206,N68822,DFW,DEN,904,855.0,-9.0,20.0,915.0,136.0,126.0,88.0,641,943.0,18.0,1020,1001.0,-19.0,0,0,,,,,,
1200154,2015,3,19,4,WN,245,N735SA,BUR,SMF,1355,1352.0,-3.0,7.0,1359.0,75.0,70.0,58.0,358,1457.0,5.0,1510,1502.0,-8.0,0,0,,,,,,
3013989,2015,7,8,3,OO,5355,N917SW,LAX,SBA,1613,1654.0,41.0,15.0,1709.0,50.0,45.0,25.0,89,1734.0,5.0,1703,1739.0,36.0,0,0,,0.0,0.0,0.0,36.0,0.0
388499,2015,1,26,1,DL,116,N910DL,BHM,ATL,1435,1425.0,-10.0,22.0,1447.0,65.0,65.0,38.0,134,1625.0,5.0,1640,1630.0,-10.0,0,0,,,,,,
5479870,2015,12,10,4,OO,2975,N464SW,BFL,PHX,625,623.0,-2.0,15.0,638.0,91.0,92.0,70.0,425,848.0,7.0,856,855.0,-1.0,0,0,,,,,,
891280,2015,2,28,6,DL,2134,N587NW,MSP,PHX,1115,1113.0,-2.0,11.0,1124.0,202.0,203.0,189.0,1276,1333.0,3.0,1337,1336.0,-1.0,0,0,,,,,,
2659722,2015,6,17,3,MQ,3378,N856MQ,DFW,ROW,1035,1107.0,32.0,13.0,1120.0,95.0,81.0,63.0,435,1123.0,5.0,1110,1128.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0
241519,2015,1,16,5,DL,1883,N3732J,SLC,LAS,1512,1511.0,-1.0,16.0,1527.0,80.0,78.0,56.0,368,1523.0,6.0,1532,1529.0,-3.0,0,0,,,,,,
5576483,2015,12,16,3,OO,6191,N795SK,DEN,BFL,1121,1130.0,9.0,21.0,1151.0,152.0,143.0,118.0,845,1249.0,4.0,1253,1253.0,0.0,0,0,,,,,,
4659009,2015,10,18,7,WN,483,N485WN,12953,13232,1125,1129.0,4.0,15.0,1144.0,155.0,131.0,112.0,725,1236.0,4.0,1300,1240.0,-20.0,0,0,,,,,,
4764251,2015,10,24,6,DL,1406,N126DL,12892,11433,2315,2309.0,-6.0,19.0,2328.0,261.0,253.0,223.0,1979,611.0,11.0,636,622.0,-14.0,0,0,,,,,,
403989,2015,1,27,2,UA,267,N853UA,IAH,SLC,1430,1429.0,-1.0,15.0,1444.0,202.0,191.0,170.0,1195,1634.0,6.0,1652,1640.0,-12.0,0,0,,,,,,
3906332,2015,8,31,1,DL,1999,N6711M,MCO,SLC,730,725.0,-5.0,10.0,735.0,275.0,260.0,242.0,1931,937.0,8.0,1005,945.0,-20.0,0,0,,,,,,
4720384,2015,10,22,4,AA,1814,N578UW,13930,11057,715,709.0,-6.0,26.0,735.0,136.0,115.0,80.0,599,955.0,9.0,1031,1004.0,-27.0,0,0,,,,,,
2696357,2015,6,19,5,UA,1190,N24715,ORD,PDX,1227,1227.0,0.0,17.0,1244.0,261.0,265.0,246.0,1739,1450.0,2.0,1448,1452.0,4.0,0,0,,,,,,
2385232,2015,5,31,7,B6,834,N809JB,SFO,BOS,2215,2212.0,-3.0,13.0,2225.0,340.0,321.0,303.0,2704,628.0,5.0,655,633.0,-22.0,0,0,,,,,,
348116,2015,1,23,5,WN,276,N7707C,SAT,LAX,1715,1721.0,6.0,17.0,1738.0,210.0,192.0,165.0,1211,1823.0,10.0,1845,1833.0,-12.0,0,0,,,,,,
3456186,2015,8,3,1,AA,1323,N528AA,ORD,STL,1846,1844.0,-2.0,16.0,1900.0,83.0,61.0,42.0,258,1942.0,3.0,2009,1945.0,-24.0,0,0,,,,,,
3321929,2015,7,26,7,WN,133,N274WN,SJC,LAS,2040,2042.0,2.0,8.0,2050.0,80.0,73.0,62.0,386,2152.0,3.0,2200,2155.0,-5.0,0,0,,,,,,
4118587,2015,9,14,1,UA,332,N831UA,PIT,IAH,600,601.0,1.0,11.0,612.0,183.0,168.0,145.0,1117,737.0,12.0,803,749.0,-14.0,0,0,,,,,,
976348,2015,3,5,4,B6,1315,N375JB,JAX,FLL,1824,1919.0,55.0,10.0,1929.0,73.0,77.0,60.0,319,2029.0,7.0,1937,2036.0,59.0,0,0,,4.0,0.0,12.0,43.0,0.0
2542674,2015,6,10,3,DL,1095,N922DL,ATL,CLT,1135,1150.0,15.0,23.0,1213.0,75.0,72.0,42.0,226,1255.0,7.0,1250,1302.0,12.0,0,0,,,,,,
4804487,2015,10,27,2,WN,2962,N285WN,12953,10397,1335,1330.0,-5.0,13.0,1343.0,160.0,150.0,128.0,762,1551.0,9.0,1615,1600.0,-15.0,0,0,,,,,,
2219176,2015,5,21,4,UA,661,N822UA,MSY,EWR,1209,1232.0,23.0,10.0,1242.0,184.0,167.0,150.0,1167,1612.0,7.0,1613,1619.0,6.0,0,0,,,,,,
5089788,2015,11,14,6,B6,50,N298JB,SAV,BOS,1700,1649.0,-11.0,11.0,1700.0,139.0,135.0,112.0,901,1852.0,12.0,1919,1904.0,-15.0,0,0,,,,,,
4794115,2015,10,26,1,WN,1045,N566WN,13487,13232,1910,1917.0,7.0,11.0,1928.0,95.0,79.0,64.0,349,2032.0,4.0,2045,2036.0,-9.0,0,0,,,,,,
109359,2015,1,7,3,WN,442,N776WN,DEN,SAN,2115,2138.0,23.0,14.0,2152.0,150.0,135.0,112.0,853,2244.0,9.0,2245,2253.0,8.0,0,0,,,,,,
275276,2015,1,19,1,UA,278,N404UA,SFO,SEA,700,657.0,-3.0,19.0,716.0,131.0,125.0,101.0,679,857.0,5.0,911,902.0,-9.0,0,0,,,,,,
2432629,2015,6,3,3,NK,245,N630NK,LAS,SAN,1816,1850.0,34.0,13.0,1903.0,65.0,63.0,47.0,258,1950.0,3.0,1921,1953.0,32.0,0,0,,0.0,0.0,0.0,32.0,0.0
3733663,2015,8,20,4,EV,2652,N907EV,LRD,DFW,1050,1043.0,-7.0,9.0,1052.0,85.0,83.0,65.0,396,1157.0,9.0,1215,1206.0,-9.0,0,0,,,,,,
5080462,2015,11,14,6,DL,731,N953DN,LGA,DTW,600,557.0,-3.0,19.0,616.0,119.0,100.0,76.0,502,732.0,5.0,759,737.0,-22.0,0,0,,,,,,
3752153,2015,8,21,5,EV,5020,N713EV,RIC,BOS,1220,1225.0,5.0,11.0,1236.0,98.0,97.0,79.0,474,1355.0,7.0,1358,1402.0,4.0,0,0,,,,,,
1785504,2015,4,24,5,DL,1509,N901DE,MSN,DTW,1440,1443.0,3.0,10.0,1453.0,73.0,64.0,47.0,311,1640.0,7.0,1653,1647.0,-6.0,0,0,,,,,,
1676030,2015,4,17,5,AS,525,N615AS,BUR,SEA,1800,1749.0,-11.0,9.0,1758.0,150.0,137.0,123.0,937,2001.0,5.0,2030,2006.0,-24.0,0,0,,,,,,
33599,2015,1,3,6,HA,23,N587HA,OAK,OGG,820,957.0,97.0,13.0,1010.0,320.0,347.0,320.0,2349,1330.0,14.0,1140,1344.0,124.0,0,0,,0.0,0.0,124.0,0.0,0.0
3571144,2015,8,10,1,DL,1661,N914DL,ATL,PHL,1520,1520.0,0.0,28.0,1548.0,135.0,128.0,94.0,666,1722.0,6.0,1735,1728.0,-7.0,0,0,,,,,,
5362375,2015,12,2,3,DL,1161,N914DN,ATL,DAY,1206,1237.0,31.0,13.0,1250.0,93.0,75.0,59.0,432,1349.0,3.0,1339,1352.0,13.0,0,0,,,,,,
1049211,2015,3,10,2,OO,6264,N983CA,EUG,SFO,1050,1139.0,49.0,20.0,1159.0,90.0,100.0,73.0,451,1312.0,7.0,1220,1319.0,59.0,0,0,,59.0,0.0,0.0,0.0,0.0
2093461,2015,5,13,3,WN,1550,N8638A,ALB,MDW,1720,1726.0,6.0,24.0,1750.0,135.0,142.0,113.0,717,1843.0,5.0,1835,1848.0,13.0,0,0,,,,,,
3012537,2015,7,8,3,DL,1434,N539US,HNL,LAX,1449,1506.0,17.0,14.0,1520.0,330.0,300.0,278.0,2556,2258.0,8.0,2319,2306.0,-13.0,0,0,,,,,,
4963316,2015,11,6,5,OO,4505,N630SK,BOI,SEA,1529,1524.0,-5.0,18.0,1542.0,85.0,88.0,65.0,399,1547.0,5.0,1554,1552.0,-2.0,0,0,,,,,,
967795,2015,3,5,4,EV,2546,,DFW,CRP,1000,,,,,119.0,,,354,,,1159,,,0,1,A,,,,,
303004,2015,1,20,2,WN,361,N913WN,DEN,MSP,1930,1934.0,4.0,10.0,1944.0,115.0,106.0,90.0,680,2214.0,6.0,2225,2220.0,-5.0,0,0,,,,,,
5691053,2015,12,23,3,DL,116,N963DL,BHM,ATL,1328,1356.0,28.0,11.0,1407.0,66.0,52.0,29.0,134,1536.0,12.0,1534,1548.0,14.0,0,0,,,,,,
3121043,2015,7,14,2,VX,170,N637VA,LAX,EWR,2330,2330.0,0.0,11.0,2341.0,320.0,317.0,298.0,2454,739.0,8.0,750,747.0,-3.0,0,0,,,,,,
38212,2015,1,3,6,OO,6273,N712SK,SFO,SLC,1311,1347.0,36.0,12.0,1359.0,105.0,105.0,83.0,599,1622.0,10.0,1556,1632.0,36.0,0,0,,0.0,0.0,36.0,0.0,0.0
2631806,2015,6,15,1,OO,6390,N103SY,MCI,SFO,1705,1712.0,7.0,19.0,1731.0,238.0,243.0,220.0,1499,1911.0,4.0,1903,1915.0,12.0,0,0,,,,,,
5372182,2015,12,3,4,AA,1622,N3JYAA,BOS,DFW,600,554.0,-6.0,15.0,609.0,276.0,251.0,220.0,1562,849.0,16.0,936,905.0,-31.0,0,0,,,,,,
3977286,2015,9,4,5,DL,1096,N902DA,DTW,MSP,1200,1200.0,0.0,11.0,1211.0,118.0,99.0,81.0,528,1232.0,7.0,1258,1239.0,-19.0,0,0,,,,,,
4826550,2015,10,28,3,AA,1092,N3GRAA,13930,12892,2025,2028.0,3.0,29.0,2057.0,278.0,267.0,235.0,1744,2252.0,3.0,2303,2255.0,-8.0,0,0,,,,,,
4917941,2015,11,3,2,DL,1461,N369NW,MSP,PIT,1928,1922.0,-6.0,13.0,1935.0,121.0,104.0,88.0,726,2203.0,3.0,2229,2206.0,-23.0,0,0,,,,,,
4727442,2015,10,22,4,AA,1435,N3LWAA,10721,13930,1410,1402.0,-8.0,14.0,1416.0,166.0,171.0,140.0,867,1536.0,17.0,1556,1553.0,-3.0,0,0,,,,,,
933365,2015,3,3,2,DL,1994,N37700,PHX,JFK,800,754.0,-6.0,47.0,841.0,285.0,281.0,223.0,2153,1424.0,11.0,1445,1435.0,-10.0,0,0,,,,,,
5733517,2015,12,26,6,WN,32,N525SW,HOU,DAL,1400,1405.0,5.0,8.0,1413.0,60.0,54.0,43.0,239,1456.0,3.0,1500,1459.0,-1.0,0,0,,,,,,
3309300,2015,7,26,7,DL,1526,N953DL,MCO,LGA,802,759.0,-3.0,17.0,816.0,158.0,150.0,126.0,950,1022.0,7.0,1040,1029.0,-11.0,0,0,,,,,,
4471125,2015,10,6,2,WN,124,N607SW,11292,12892,1225,1226.0,1.0,17.0,1243.0,150.0,146.0,117.0,862,1340.0,12.0,1355,1352.0,-3.0,0,0,,,,,,
1061120,2015,3,11,3,B6,1481,N187JB,BOS,RIC,626,613.0,-13.0,26.0,639.0,108.0,118.0,89.0,474,808.0,3.0,814,811.0,-3.0,0,0,,,,,,
5766081,2015,12,28,1,B6,366,N507JB,LGB,SMF,1410,1448.0,38.0,10.0,1458.0,83.0,82.0,68.0,387,1606.0,4.0,1533,1610.0,37.0,0,0,,0.0,0.0,8.0,29.0,0.0
5105439,2015,11,15,7,AA,1260,N547AA,DTW,DFW,1840,1834.0,-6.0,19.0,1853.0,190.0,173.0,144.0,986,2017.0,10.0,2050,2027.0,-23.0,0,0,,,,,,
5797382,2015,12,30,3,WN,280,N759GS,ATL,MDW,1300,1357.0,57.0,12.0,1409.0,115.0,117.0,79.0,591,1428.0,26.0,1355,1454.0,59.0,0,0,,2.0,0.0,49.0,8.0,0.0
5031933,2015,11,11,3,EV,4589,N24103,JAN,IAH,640,625.0,-15.0,12.0,637.0,91.0,79.0,59.0,351,736.0,8.0,811,744.0,-27.0,0,0,,,,,,
3798830,2015,8,24,1,EV,4935,N752EV,LGA,MKE,1235,1228.0,-7.0,25.0,1253.0,154.0,138.0,108.0,738,1341.0,5.0,1409,1346.0,-23.0,0,0,,,,,,
3159018,2015,7,17,5,UA,1652,N76529,EWR,DEN,806,804.0,-2.0,19.0,823.0,256.0,242.0,217.0,1605,1000.0,6.0,1022,1006.0,-16.0,0,0,,,,,,
1630083,2015,4,15,3,WN,428,N797MX,SDF,MDW,600,558.0,-2.0,8.0,606.0,70.0,62.0,48.0,271,554.0,6.0,610,600.0,-10.0,0,0,,,,,,
5753269,2015,12,27,7,WN,886,N441WN,BUR,OAK,1815,1814.0,-1.0,10.0,1824.0,75.0,90.0,57.0,325,1921.0,23.0,1930,1944.0,14.0,0,0,,,,,,
2233829,2015,5,22,5,WN,1168,N665WN,DEN,ABQ,940,937.0,-3.0,11.0,948.0,75.0,74.0,58.0,349,1046.0,5.0,1055,1051.0,-4.0,0,0,,,,,,
2782538,2015,6,24,3,EV,4190,N11194,TUL,IAH,1508,1505.0,-3.0,15.0,1520.0,97.0,97.0,72.0,429,1632.0,10.0,1645,1642.0,-3.0,0,0,,,,,,
3478744,2015,8,5,3,UA,1060,N37422,RDU,SFO,703,703.0,0.0,17.0,720.0,346.0,351.0,326.0,2400,946.0,8.0,949,954.0,5.0,0,0,,,,,,
2890673,2015,7,1,3,EV,3929,N16981,EWR,JAX,623,617.0,-6.0,13.0,630.0,148.0,140.0,119.0,820,829.0,8.0,851,837.0,-14.0,0,0,,,,,,
4336373,2015,9,27,7,WN,777,N709SW,BOS,BWI,2140,2135.0,-5.0,14.0,2149.0,95.0,81.0,62.0,369,2251.0,5.0,2315,2256.0,-19.0,0,0,,,,,,
197640,2015,1,13,2,OO,4662,N633SK,TUL,SLC,1830,1820.0,-10.0,7.0,1827.0,163.0,134.0,121.0,926,1928.0,6.0,2013,1934.0,-39.0,0,0,,,,,,
3908769,2015,8,31,1,WN,534,N7718B,BWI,RDU,955,954.0,-1.0,20.0,1014.0,70.0,73.0,49.0,255,1103.0,4.0,1105,1107.0,2.0,0,0,,,,,,
5222081,2015,11,23,1,UA,469,N842UA,IAH,MFE,847,838.0,-9.0,14.0,852.0,78.0,67.0,50.0,316,942.0,3.0,1005,945.0,-20.0,0,0,,,,,,
2110563,2015,5,14,4,MQ,3384,N830MQ,LGA,GSO,1730,1719.0,-11.0,23.0,1742.0,111.0,94.0,67.0,461,1849.0,4.0,1921,1853.0,-28.0,0,0,,,,,,
2865722,2015,6,29,1,OO,5558,N764SK,MAF,IAH,1453,1448.0,-5.0,16.0,1504.0,91.0,93.0,73.0,429,1617.0,4.0,1624,1621.0,-3.0,0,0,,,,,,
5589399,2015,12,17,4,UA,609,N37474,IAD,SJU,804,805.0,1.0,17.0,822.0,225.0,215.0,193.0,1571,1235.0,5.0,1249,1240.0,-9.0,0,0,,,,,,
1376618,2015,3,30,1,OO,6452,N918SW,LAX,TUS,1134,1129.0,-5.0,13.0,1142.0,89.0,97.0,66.0,451,1248.0,18.0,1303,1306.0,3.0,0,0,,,,,,
4733625,2015,10,22,4,MQ,3127,N686MQ,13930,13367,2024,2023.0,-1.0,41.0,2104.0,59.0,73.0,27.0,139,2131.0,5.0,2123,2136.0,13.0,0,0,,,,,,
3988105,2015,9,5,6,WN,956,N8642E,SAN,LAS,645,642.0,-3.0,14.0,656.0,85.0,65.0,46.0,258,742.0,5.0,810,747.0,-23.0,0,0,,,,,,
527150,2015,2,4,3,DL,826,N940DL,CLT,ATL,1815,1824.0,9.0,41.0,1905.0,90.0,91.0,43.0,226,1948.0,7.0,1945,1955.0,10.0,0,0,,,,,,
3736985,2015,8,20,4,WN,3192,N928WN,DCA,ATL,1405,1741.0,216.0,16.0,1757.0,115.0,108.0,80.0,547,1917.0,12.0,1600,1929.0,209.0,0,0,,0.0,0.0,6.0,203.0,0.0
782435,2015,2,21,6,WN,598,N466WN,PHX,BUR,1150,1152.0,2.0,18.0,1210.0,90.0,87.0,67.0,369,1217.0,2.0,1220,1219.0,-1.0,0,0,,,,,,
3191007,2015,7,19,7,AA,166,N3LMAA,BOS,LAX,815,807.0,-8.0,17.0,824.0,385.0,385.0,341.0,2611,1105.0,27.0,1140,1132.0,-8.0,0,0,,,,,,
4549741,2015,10,11,7,AS,876,N583AS,12758,14747,1300,1249.0,-11.0,15.0,1304.0,355.0,331.0,307.0,2688,2111.0,9.0,2155,2120.0,-35.0,0,0,,,,,,
2423993,2015,6,3,3,DL,1806,N3735D,LAX,DTW,945,940.0,-5.0,16.0,956.0,267.0,254.0,236.0,1979,1652.0,2.0,1712,1654.0,-18.0,0,0,,,,,,
2145467,2015,5,17,7,B6,1403,N579JB,JFK,SJU,525,651.0,86.0,25.0,716.0,225.0,219.0,190.0,1598,1026.0,4.0,910,1030.0,80.0,0,0,,80.0,0.0,0.0,0.0,0.0
4523162,2015,10,9,5,MQ,3507,N690MQ,13930,14576,1505,1505.0,0.0,22.0,1527.0,106.0,101.0,76.0,528,1743.0,3.0,1751,1746.0,-5.0,0,0,,,,,,
62650,2015,1,5,1,DL,2427,N937AT,ATW,ATL,535,534.0,-1.0,37.0,611.0,147.0,147.0,104.0,765,855.0,6.0,902,901.0,-1.0,0,0,,,,,,
1533039,2015,4,8,3,WN,816,N706SW,DAL,SAT,2245,2242.0,-3.0,8.0,2250.0,60.0,57.0,45.0,248,2335.0,4.0,2345,2339.0,-6.0,0,0,,,,,,
2247800,2015,5,23,6,AA,183,N3BPAA,LAS,LAX,705,658.0,-7.0,15.0,713.0,73.0,60.0,40.0,236,753.0,5.0,818,758.0,-20.0,0,0,,,,,,
2579219,2015,6,12,5,WN,155,N712SW,ONT,SMF,1330,1432.0,62.0,7.0,1439.0,75.0,71.0,57.0,390,1536.0,7.0,1445,1543.0,58.0,0,0,,0.0,0.0,6.0,52.0,0.0
